0,0
0.0265116,0
0.0791625,0
0.131074,0
0.182256,0
0.232719,0
0.282474,0
0.331529,0
0.379896,0
0.427583,0
0.4746,0
0.520957,0
0.566663,0
0.611727,0
0.656158,0
0.699964,0
0.743156,0
0.78574,0
0.827727,0
0.869124,0
0.909939,0
0.950181,0
0.989858,0
1.02898,0
1.06755,0
1.10558,0
1.14307,0
1.18004,0
1.21649,0
1.25242,0
1.28785,0
1.32279,0
1.35723,0
1.39119,0
1.42467,0
1.45768,0
1.49023,0
1.52232,0
1.55396,0
1.58516,0
1.61592,0
1.64624,0
1.67614,0
1.70562,0
1.73469,0
1.76334,0
1.7916,0
1.81946,0
1.84692,0
1.874,0
1.90071,0
1.92752,1.97E-06
1.95462,1.22E-05
1.98167,3.72E-05
2.00868,8.21E-05
2.03563,0.000151826
2.06254,0.000252487
2.08941,0.000389192
2.11622,0.000567798
2.14299,0.000793933
2.16972,0.00107164
2.19639,0.00140727
2.22302,0.0018063
2.2496,0.00227229
2.27613,0.00280977
2.30262,0.0034245
2.32906,0.00412185
2.35545,0.00490679
2.38179,0.00578302
2.40808,0.00675373
2.43432,0.00782492
2.46051,0.0090024
2.48666,0.0102905
2.51275,0.0116923
2.53878,0.013209
2.56477,0.0148429
2.5907,0.0165995
2.61658,0.0184847
2.6424,0.0205034
2.66817,0.0226588
2.69388,0.0249535
2.71953,0.0273902
2.74512,0.0299707
2.77065,0.0326968
2.79612,0.0355685
2.82153,0.0385867
2.84688,0.0417551
2.87216,0.0450804
2.89738,0.048569
2.92252,0.0522211
2.9476,0.056032
2.97261,0.0599979
2.99755,0.0641222
3.02242,0.0684131
3.04721,0.0728754
3.07193,0.0775068
3.09657,0.0823034
3.12114,0.0872636
3.14562,0.0923858
3.17003,0.0976699
3.19436,0.103118
3.21861,0.10873
3.24277,0.114508
3.26684,0.120453
3.29084,0.126566
3.31474,0.132844
3.33856,0.13928
3.36229,0.145865
3.38594,0.152597
3.40949,0.159483
3.43296,0.166531
3.45633,0.17374
3.47961,0.1811
3.5028,0.188596
3.52591,0.196223
3.54892,0.203985
3.57184,0.211888
3.59467,0.219933
3.61741,0.228119
3.64005,0.236439
3.6626,0.244882
3.68506,0.253434
3.70744,0.262083
3.72975,0.270822
3.75197,0.279647
3.77411,0.288558
3.79618,0.297549
3.81818,0.30661
3.8401,0.315734
3.86196,0.324909
3.88375,0.334123
3.9055,0.343364
3.92719,0.35262
3.94883,0.361878
3.97043,0.371131
3.99199,0.380372
4.01352,0.389598
4.03501,0.398799
4.05648,0.40796
4.07792,0.417063
4.09935,0.426095
4.12077,0.435054
4.14217,0.44394
4.16357,0.452745
4.18496,0.46146
4.20635,0.470067
4.22774,0.478555
4.24914,0.486917
4.27055,0.495143
4.29197,0.503227
4.3134,0.511165
4.33485,0.51895
4.35631,0.526576
4.37779,0.534031
4.39929,0.541302
4.42082,0.548382
4.44236,0.555264
4.46393,0.561946
4.48552,0.568424
4.50713,0.574697
4.52876,0.580763
4.5504,0.586621
4.57206,0.592264
4.59374,0.597684
4.61544,0.602875
4.63715,0.607836
4.65886,0.612572
4.68059,0.617082
4.70233,0.62137
4.72406,0.625437
4.7458,0.629285
4.76753,0.632917
4.78927,0.636337
4.81099,0.639545
4.83271,0.642546
4.85441,0.645347
4.8761,0.647953
4.89778,0.65037
4.91943,0.652605
4.94107,0.65466
4.96268,0.656543
4.98427,0.658255
5.00584,0.659798
5.02737,0.661175
5.04889,0.662389
5.07037,0.663443
5.09182,0.664342
5.11324,0.665089
5.13463,0.665687
5.15598,0.66614
5.1773,0.666451
5.19858,0.666623
5.21983,0.666658
5.24104,0.66656
5.26221,0.66633
5.28335,0.665972
5.30444,0.665489
5.3255,0.664883
5.34651,0.664156
5.36749,0.663312
5.38842,0.662352
5.40931,0.661278
5.43016,0.660091
5.45096,0.658794
5.47173,0.657389
5.49245,0.65588
5.51312,0.654273
5.53375,0.652569
5.55434,0.650769
5.57488,0.648872
5.59538,0.646876
5.61583,0.644785
5.63623,0.642602
5.65659,0.640331
5.67691,0.637975
5.69718,0.635538
5.7174,0.633019
5.73758,0.63042
5.75771,0.627744
5.7778,0.62499
5.79784,0.62216
5.81783,0.619254
5.83778,0.616274
5.85768,0.613222
5.87754,0.6101
5.89735,0.60691
5.91711,0.603652
5.93682,0.600329
5.9565,0.596941
5.97612,0.59349
5.9957,0.589976
6.01523,0.586402
6.03471,0.582768
6.05415,0.579079
6.07355,0.575336
6.0929,0.571542
6.1122,0.5677
6.13147,0.563807
6.15068,0.559865
6.16985,0.555873
6.18898,0.551833
6.20806,0.547743
6.22709,0.543605
6.24609,0.539423
6.26503,0.5352
6.28394,0.53094
6.3028,0.526648
6.32162,0.522323
6.3404,0.517962
6.35914,0.513564
6.37783,0.509128
6.39648,0.504657
6.41509,0.500158
6.43366,0.495636
6.45218,0.491093
6.47068,0.486532
6.48913,0.48195
6.50754,0.477344
6.52591,0.472716
6.54424,0.468067
6.56254,0.463397
6.58079,0.458709
6.59901,0.454005
6.61719,0.449289
6.63534,0.444564
6.65344,0.439831
6.67152,0.435092
6.68956,0.430345
6.70756,0.42559
6.72553,0.420826
6.74346,0.416056
6.76136,0.411283
6.77922,0.406511
6.79705,0.401742
6.81485,0.396976
6.83262,0.392211
6.85035,0.387446
6.86805,0.382682
6.88572,0.377919
6.90336,0.373158
6.92096,0.368401
6.93854,0.363649
6.95608,0.358905
6.97359,0.35417
6.99107,0.349447
7.00853,0.344737
7.02595,0.340041
7.04335,0.335359
7.06072,0.330691
7.07806,0.32604
7.09537,0.321405
7.11265,0.316785
7.12991,0.312183
7.14714,0.307596
7.16434,0.303026
7.18151,0.298469
7.19865,0.293927
7.21577,0.289399
7.23286,0.284892
7.24992,0.280407
7.26696,0.275952
7.28398,0.271528
7.30097,0.267131
7.31794,0.262759
7.33488,0.258408
7.3518,0.254079
7.36869,0.249772
7.38555,0.245491
7.40239,0.24124
7.41921,0.237019
7.43601,0.232829
7.45278,0.228666
7.46952,0.22453
7.48625,0.22042
7.50294,0.216337
7.51962,0.212284
7.53627,0.208265
7.5529,0.204279
7.56951,0.200328
7.58609,0.196413
7.60266,0.192533
7.6192,0.188688
7.63572,0.184878
7.65221,0.181102
7.66869,0.177358
7.68514,0.173646
7.70157,0.169966
7.71797,0.16632
7.73436,0.162711
7.75072,0.159139
7.76706,0.155607
7.78338,0.152112
7.79968,0.148654
7.81595,0.14523
7.8322,0.14184
7.84844,0.138485
7.86465,0.135169
7.88083,0.131895
7.897,0.128665
7.91315,0.125478
7.92928,0.122333
7.94538,0.119225
7.96146,0.116151
7.97752,0.113111
7.99356,0.110107
8.00958,0.107143
8.02558,0.104223
